plavisca_feature	reference_biotype	description	author_present	classification	evidence_basis
PVP01-0003410	pseudogene	PIR protein%2C pseudogene	FALSE	not_part_of_author_reference	Author workflow (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L33-37, _2.Rmd L33-37) builds gene.info via pv.gff %>% filter(type == "protein_coding_gene") and subsets the kallisto matrix to rownames(mat) %in% gene.info$ID before CreateSeuratObject(). This categorically and permanently excludes all ncRNA_gene/pseudogene features from the author matrix by construction, independent of GFF release version. Confirmed: 0/103 ncRNA_gene and 0/185 pseudogene PlaViSca features are present in the author matrix (100% consistent with this rule).
PVP01-0003420	pseudogene	PIR protein%2C pseudogene	FALSE	not_part_of_author_reference	Author workflow (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L33-37, _2.Rmd L33-37) builds gene.info via pv.gff %>% filter(type == "protein_coding_gene") and subsets the kallisto matrix to rownames(mat) %in% gene.info$ID before CreateSeuratObject(). This categorically and permanently excludes all ncRNA_gene/pseudogene features from the author matrix by construction, independent of GFF release version. Confirmed: 0/103 ncRNA_gene and 0/185 pseudogene PlaViSca features are present in the author matrix (100% consistent with this rule).
PVP01-0003430	protein_coding_gene	PIR protein	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0003440	protein_coding_gene	PIR protein	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0003450	protein_coding_gene	Plasmodium exported protein%2C unknown function	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0003460	protein_coding_gene	Plasmodium exported protein%2C unknown function	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0003470	protein_coding_gene	Plasmodium exported protein%2C unknown function	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0003480	protein_coding_gene	PIR protein	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0003490	protein_coding_gene	PIR protein	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0003500	protein_coding_gene	PIR protein	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0003510	protein_coding_gene	PIR protein	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
